date,beds,psf,area,price
2021-09-01,1,4.95,450,2450
2021-09-01,1,3.05,750,2300
2021-09-01,2,3.69,850,3100
2021-08-01,2,3.39,850,2850
2021-08-01,1,4.44,450,2200
2021-08-01,2,3.51,850,2950
2021-08-01,2,3.76,850,3200
2021-08-01,4,2.41,2050,5000
2021-07-01,2,3.33,850,2800
2021-07-01,2,3.64,850,3100
2021-07-01,1,4.55,550,2300
2021-07-01,3,3.63,1150,4100
2021-07-01,2,3.27,850,2750
2021-06-01,2,4.0,850,3400
2021-05-01,1,4.55,550,2300
2021-04-01,1,5.96,450,2950
2021-04-01,3,3.47,1150,4000
2021-03-01,2,3.29,850,2800
2021-03-01,1,4.55,450,2250
2021-03-01,1,3.05,750,2300
2021-03-01,2,3.57,850,3000
2021-02-01,1,4.24,450,2100
2021-02-01,1,4.94,550,2500
2021-02-01,2,3.27,850,2750
2021-01-01,1,3.19,650,2200
2021-01-01,2,4.0,850,3400
2021-01-01,1,4.65,450,2300
2020-12-01,2,3.33,850,2800
2020-12-01,1,4.25,550,2150
2020-11-01,2,3.29,850,2800
2020-11-01,1,4.35,550,2200
2020-11-01,2,3.27,850,2750
2020-11-01,2,3.69,850,3100
2020-11-01,2,3.45,850,2900
2020-11-01,2,3.45,850,2900
2020-10-01,2,3.33,850,2800
2020-10-01,2,3.33,850,2800
2020-10-01,3,2.83,1150,3200
2020-09-01,2,3.18,850,2700
2020-09-01,2,3.53,850,3000
2020-09-01,4,3.23,1250,4000
2020-09-01,2,3.69,850,3100
2020-09-01,1,3.05,750,2300
2020-09-01,1,3.05,750,2300
2020-09-01,1,3.95,550,2000
2020-08-01,1,4.05,550,2050
2020-08-01,2,3.45,850,2900
2020-08-01,4,2.41,2050,5000
2020-07-01,1,4.24,450,2100
2020-07-01,1,4.55,550,2300
2020-07-01,2,3.58,850,3050
2020-07-01,2,3.29,850,2800
2020-07-01,1,4.55,450,2250
2020-07-01,2,3.41,850,2900
2020-07-01,1,3.32,750,2500
2020-06-01,2,3.69,850,3100
2020-06-01,3,3.45,1150,3900
2020-04-01,3,3.47,1150,4000
2020-04-01,2,3.53,850,3000
2020-03-01,2,3.65,850,3100
2020-03-01,1,4.55,450,2250
2020-02-01,1,4.04,450,2000
2020-02-01,3,3.19,1150,3600
2020-01-01,3,3.1,1150,3600
2020-01-01,1,3.34,650,2300
2020-01-01,1,4.65,450,2300
2020-01-01,2,3.33,850,2800
2019-11-01,2,3.41,850,2900
2019-11-01,2,3.57,850,3000
2019-10-01,2,3.45,850,2900
2019-10-01,2,3.33,850,2800
2019-10-01,1,4.55,550,2300
2019-10-01,2,3.81,850,3200
2019-10-01,2,3.29,850,2800
2019-10-01,1,3.64,550,2000
2019-10-01,4,3.2,1250,4000
2019-09-01,3,3.01,1150,3400
2019-09-01,4,3.23,1250,4000
2019-09-01,2,4.0,850,3400
2019-09-01,2,3.69,850,3100
2019-09-01,2,3.53,850,3000
2019-09-01,4,3.28,1250,4100
2019-09-01,4,3.2,1250,4000
2019-09-01,1,3.07,750,2300
2019-09-01,2,3.29,850,2800
2019-08-01,2,3.24,850,2750
2019-08-01,2,3.33,850,2800
2019-08-01,2,3.76,850,3200
2019-08-01,1,4.15,550,2100
2019-08-01,2,3.21,850,2700
2019-08-01,2,3.18,850,2700
2019-07-01,3,3.27,1150,3800
2019-07-01,1,3.52,750,2500
2019-07-01,1,4.04,450,2000
2019-07-01,2,3.27,850,2750
2019-07-01,1,4.44,450,2200
2019-06-01,2,3.69,850,3100
2019-06-01,3,3.32,1150,3750
2019-05-01,2,3.41,850,2900
2019-04-01,1,3.13,750,2350
2019-04-01,2,3.35,850,2850
2019-03-01,2,3.18,850,2700
2019-02-01,1,4.04,450,2000
2019-02-01,1,4.24,450,2100
2019-01-01,1,3.34,650,2300
2018-12-01,1,4.05,550,2050
2018-12-01,1,4.44,450,2200
2018-11-01,2,3.31,850,2850
2018-10-01,2,3.33,850,2800
2018-10-01,2,3.29,850,2800
2018-10-01,2,3.29,850,2800
2018-10-01,2,3.41,850,2900
2018-10-01,1,3.47,750,2600
2018-09-01,2,3.29,850,2800
2018-08-01,2,3.24,850,2750
2018-08-01,3,3.09,1150,3500
2018-08-01,2,3.41,850,2900
2018-08-01,2,3.18,850,2700
2018-08-01,4,3.2,1250,4000
2018-07-01,1,4.44,450,2200
2018-07-01,2,3.33,850,2800
2018-07-01,1,3.73,550,2050
2018-06-01,2,3.45,850,2900
2018-05-01,2,3.21,850,2700
2018-04-01,3,3.47,1150,4000
2018-03-01,1,4.24,450,2100
2018-02-01,1,4.04,450,2000
2018-01-01,1,4.24,450,2100
2018-01-01,3,2.85,1350,3850
2017-11-01,2,3.45,850,2900
2017-10-01,2,3.29,850,2800
2017-10-01,3,2.41,1150,2800
2017-10-01,2,3.45,850,2900
2017-10-01,2,3.53,850,3000
2017-10-01,2,3.29,850,2800
2017-10-01,4,3.36,1250,4200
2017-09-01,1,3.48,650,2400
2017-09-01,3,2.9,1350,4000
2017-09-01,1,3.34,850,2800
2017-09-01,1,4.35,550,2200
2017-09-01,2,3.18,850,2700
2017-09-01,4,3.23,1250,4000
2017-09-01,1,3.75,850,3000
2017-09-01,4,3.2,1250,4000
2017-09-01,3,2.07,1350,2800
2017-09-01,4,3.2,1250,4000
2017-09-01,1,4.24,450,2100
2017-09-01,1,4.24,450,2100
2017-08-01,1,4.04,450,2000
2017-08-01,2,3.33,850,2800
2017-08-01,2,3.24,850,2750
2017-08-01,3,2.9,1350,4000
2017-08-01,3,3.09,1150,3500
2017-08-01,2,3.06,850,2600
2017-08-01,2,3.53,850,3000
2017-08-01,1,3.95,550,2000
2017-08-01,1,4.35,550,2200
2017-08-01,2,3.45,850,2900
2017-08-01,3,3.04,1150,3500
2017-08-01,2,3.18,850,2700
2017-08-01,0,4.44,450,2000
2017-08-01,2,3.29,850,2800
2017-08-01,2,3.21,850,2700
2017-07-01,3,3.3,1150,3800
2017-07-01,1,3.95,550,2000
2017-07-01,1,4.15,550,2100
2017-07-01,2,3.27,850,2750
2017-07-01,3,1.6,1350,2200
2017-07-01,1,4.04,450,2000
2017-07-01,3,1.81,1350,2500
2017-07-01,2,3.24,850,2750
2017-07-01,3,1.48,1350,2000
2017-06-01,1,3.31,750,2350
2017-06-01,2,3.45,850,2900
